Unnamed: 0,Title,Price,Price_Origin,Link,Image,Retailer,TimeStamp,Source
106,"28 LEDs Solar Lights Outdoor, Luposwiten Solar Motion Sensor Lights Wireless Security Lights, 400 Lumen Waterproof Solar Powered Lights for Steps Yard Garage Porch Patio（4-Pack）",$33.99,0,https://www.amazon.com/Outdoor-Wireless-Waterproof-Security-Luposwiten/dp/B078W31942/ref=sr_1_103?dchild=1&keywords=lightning+deals&qid=1609292782&sr=8-103,https://m.media-amazon.com/images/I/71lFMBXGotL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
107,Gem Stone King 20.00 Ct Gorgeous Oval and Round 7 Inch Sparkling Cubic Zirconia CZ Tennis Bracelet,$19.99,0,https://www.amazon.com/Gem-Stone-King-Gorgeous-Sparkling/dp/B016QZUHJQ/ref=sr_1_104?dchild=1&keywords=lightning+deals&qid=1609292782&sr=8-104,https://m.media-amazon.com/images/I/61BjTxP5YfL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
108,Hount Women's Casual Long Sleeve Shirts Loose Fit Tunic Tops Baggy Pullover Sweatshirts,$19.99,0,https://www.amazon.com/Hount-Womens-Sleeve-Casual-Blouse/dp/B07YWBNMZR/ref=sr_1_105?dchild=1&keywords=lightning+deals&qid=1609292782&sr=8-105,https://m.media-amazon.com/images/I/71q1SSrvUgL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
109,"50 Pcs Disposable Face Mask - Anti-Dust Filter, Breathable, 3 Layers of Purifying",$6.75,0,https://www.amazon.com/Pcs-Disposable-Face-Mask-Breathable/dp/B086DT2387/ref=sr_1_106?dchild=1&keywords=lightning+deals&qid=1609292782&sr=8-106,https://m.media-amazon.com/images/I/61au5C+i7mL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
110,LARACE Women Short Sleeves Flare Tunic Tops for Leggings Flowy Shirt,$16.14,$18.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0306982MQOMH8TPQIUW&url=%2FLARACE-Women-Sleeves-Leggings-Coffee%2Fdp%2FB06Y5ZHNVX%2Fref%3Dsr_1_107_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292782%26sr%3D8-107-spons%26psc%3D1&qualifier=1609292782&id=6115217334041722&widgetName=sp_btf,https://m.media-amazon.com/images/I/61x2MwUSVhL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
111,SWISSWELL Sleepwear Women's Nightshirts Scoop Neck Sleep Shirt Printed Short Sleeve Nightgown,$10.99,0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0318671PAJO463IW3NX&url=%2FSWISSWELL-Tunic-Sleeve-Pleated-T-Shirt%2Fdp%2FB073QN94JT%2Fref%3Dsr_1_108_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292782%26sr%3D8-108-spons%26psc%3D1&qualifier=1609292782&id=6115217334041722&widgetName=sp_btf,https://m.media-amazon.com/images/I/81Wzfvg6UHL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
112,"Sharpty Inverted Umbrella, Umbrella Windproof, Reverse Umbrella, Umbrellas for Women with UV Protection, Upside Down Umbrella with C-Shaped Handle",$19.95,0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A00466212TCJX8V1DMC97&url=%2FSharpty-Inverted-Windproof-Umbrellas-Protection%2Fdp%2FB07N33BG22%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292784%26sr%3D8-97-spons%26psc%3D1&qualifier=1609292785&id=1846702052200855&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/81nV0UJ472L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
113,"iLuv TB100 Rose Gold True Wireless Earbuds Cordless in-Ear Bluetooth 5.0 with Hands-Free Call MEMS Microphone, IPX6 Waterproof Protection, Long Playtime; Includes Compact Charging Case & 3 Ear Tips",$24.99,$39.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A07505151MZ25S6X0MMT&url=%2FHands-Free-Microphone-Waterproof-Protection-High-Fidelity%2Fdp%2FB082XGZ455%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292784%26sr%3D8-98-spons%26psc%3D1%26smid%3DA33VGGV5RHXW8Q&qualifier=1609292785&id=1846702052200855&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/71DL2xEn3KL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
114,Tic Tac Toe Wood Coffee Tables Family Games to Play and a Classic Game Home Decor for Living Room Rustic Table Decor and Use as Game Top Wood Guest Room Decor Strategy Board Games for Families,$12.99,$14.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03806321POPBL2011ZJC&url=%2FBSIRI-TicTacToe-Classic-Noughts-Children%2Fdp%2FB00QA9MALC%2Fref%3Dsr_1_99_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292784%26sr%3D8-99-spons%26psc%3D1&qualifier=1609292785&id=1846702052200855&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/91YZM7NoY8L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
115,Floral Find Women's Long Sleeve Leopard Color Block Tunic Comfy Stripe Round Neck T Shirt Tops,$16.88,$19.98,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0720663OSZFW6L78L68&url=%2FFloral-Find-Womens-Sleeve-Leopard%2Fdp%2FB07QM7WKSG%2Fref%3Dsr_1_100_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292784%26sr%3D8-100-spons%26psc%3D1&qualifier=1609292785&id=1846702052200855&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/61A-ioPKoqL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
116,"Natural Silk Pillowcase, for Hair and Skin with Hidden Zipper,22 Momme,600 Thread Count 100% Mulberry Silk, Soft Breathable Smooth Both Sided Silk Pillow Cover(Silver Grey, Standard 20''×26'',1pcs)",$21.91,$27.99,https://www.amazon.com/JIMOO-Pillowcase-Mulberry-Standard-20%C3%9726inch/dp/B07RGFS927/ref=sr_1_101?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-101,https://m.media-amazon.com/images/I/71pf07nkyML._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
117,Sperry Men's Billfish 3-Eye Boat Shoe,$68.00,$100.00,https://www.amazon.com/Sperry-Mens-Billfish-3-Eye-Beige/dp/B000EP6OT2/ref=sr_1_102?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-102,https://m.media-amazon.com/images/I/817PNriyMQL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
118,"CredDeal MFi Certified iPhone Charger, Lightning Cable Pack of 5- [3/3/6/6/10FT] Nylon Braided Fast Charging Data Sync USB Cord Wire Compatible iPhone 12/11/Pro/Xs Max/X/8/7/Plus/6S/6/SE/5S",$12.99,0,https://www.amazon.com/CredDeal-Certified-Lightning-Charging-Compatible/dp/B08KWCTWGB/ref=sr_1_103?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-103,https://m.media-amazon.com/images/I/61TBFBmAskL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
119,UNEN MFi Certified 5Pack[3/3/6/6/10ft] Nylon Braided iPhone Charger Lightning Cable Fast Charging&Syncing Long Cord Compatible iPhone 11Pro Max/11Pro/11/XS/Max/XR/X/8/8P/7 and More-Black&Blue,$13.99,$16.99,https://www.amazon.com/UNEN-Certified-Lightning-Compatible-More-Black/dp/B08JCZFWQJ/ref=sr_1_105?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-105,https://m.media-amazon.com/images/I/712Fzvq3QjL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
120,Leggings Depot Women's Printed Solid Activewear Jogger Track Cuff Sweatpants,$12.99,0,https://www.amazon.com/Leggings-Depot-JCA128-HGREY-M-Jogger-Pockets/dp/B08CPSKJQY/ref=sr_1_106?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-106,https://m.media-amazon.com/images/I/71Qyh2Vtv7L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
121,Children Pajamas Boys Glow in Dark Dinosaur Pj Cotton Sleepwear Set Toddler Kids Clothes,$19.99,0,https://www.amazon.com/shelry-Dinosaurs-Christmas-Children-Sleepwear/dp/B07Z22D256/ref=sr_1_108?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-108,https://m.media-amazon.com/images/I/81zcgupweoL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
122,Yidarton Women's Comfy Casual Twist Knot Tunics Tops Blouses Tshirts,$18.99,$23.99,https://www.amazon.com/Yidarton-Womens-Casual-Sleeve-Knotted/dp/B07YS2QGHK/ref=sr_1_109?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-109,https://m.media-amazon.com/images/I/61SLxsuRBAL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
123,The Gut Institute: Bifido Maximus Ultra High Potency Probiotics for Women and Men - 100 Billion CFUs per Capsule - 28 ct - 7 Strains - No Histamines - No Refrigeration Needed - Made in The USA,$58.99,0,https://www.amazon.com/Gut-Institute-Probiotics-Histamines-Refrigeration/dp/B08L9VFD4T/ref=sr_1_110?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-110,https://m.media-amazon.com/images/I/71mfZji8YGL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
124,"50 PCS Black Disposable Face Masks Breathable Dust Mask with Stretchable Earloops Individually Wrapped Black Face Mask Retail Packaging for Adult, Men, Women, Outdoors",$6.99,$12.99,https://www.amazon.com/Disposable-Breathable-Stretchable-Individually-Packaging/dp/B08HT31TWH/ref=sr_1_111?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-111,https://m.media-amazon.com/images/I/71pjHyfoU6L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
125,DREAM PAIRS Women's Suede Over The Knee Thigh High Winter Boots,$37.99,0,https://www.amazon.com/DREAM-PAIRS-Womens-Colby-Khaki/dp/B01G992KTE/ref=sr_1_112?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-112,https://m.media-amazon.com/images/I/611jeq3NZDL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
126,"ZIMASILK 100% Mulberry Silk Pillowcase for Hair and Skin,Both Side 19 Momme Silk, 1pc (Queen 20''x30'', Light Plum)",$25.99,$40.00,https://www.amazon.com/ZIMASILK-Mulberry-Pillowcase-Momme-Queen/dp/B01LWAU9PP/ref=sr_1_113?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-113,https://m.media-amazon.com/images/I/51-nJFgdyyL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
127,"Weighted Idea Cool Weighted Blanket Twin Size 15 lbs Adults (48''x78'', Grey)",$54.90,0,https://www.amazon.com/Weighted-Idea-Cooling-Blanket-Natural/dp/B074BX8YMW/ref=sr_1_114?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-114,https://m.media-amazon.com/images/I/71bGVjhMWOL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
128,"iPhone Charger Cable,[MFi Certified] Aoliplus 6ft LED Flowing Lightning Cable Fast Charger Data Sync Transfer Cord Compatible with iPhone 12 SE 11 PRO MAX XS XR X 8 7 Plus 6S 6 iPad (Green)",$14.99,0,https://www.amazon.com/Certified-Aoliplus-Lightning-Transfer-Compatible/dp/B087X4SP7G/ref=sr_1_115?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-115,https://m.media-amazon.com/images/I/71+uff9usRL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
129,"500 Thread Count Twin Frost Gray 100% Cotton Sheets & Pillowcase Set,3 Pc Extra Long Staple Combed Cotton Bedding,Fits Mattress 15'' Deep Pockets,Premium Soft Silky Sateen Weave,Oeko Tex Certified",$44.99,0,https://www.amazon.com/Pillowcase-Bedding-Mattress-Pockets-Certified/dp/B08FCFHCJG/ref=sr_1_116?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-116,https://m.media-amazon.com/images/I/71yotyhXsoL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
130,5 Pairs Reading Glasses - Standard Fit Spring Hinge Readers Glasses for Men and Women,$15.99,0,https://www.amazon.com/Pairs-Reading-Glasses-Standard-Readers/dp/B07LFJQSHJ/ref=sr_1_117?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-117,https://m.media-amazon.com/images/I/51l0HXtFjAL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
131,"Sunartec Teeth Whitening Toothbrush Kit Profesional Teeth Whitener UltraSonic Electric Toothbrush for Adults with 4 Modes Professional Blue Cold Light Teeth Whitener, IPX7 Waterproof UV Self-cleaning",$54.99,0,https://www.amazon.com/Sunartec-Toothbrush-Profesional-Professional-Self-cleaning/dp/B08G88RL73/ref=sr_1_119?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-119,https://m.media-amazon.com/images/I/616445N8oNL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
132,"Wool Dryer Balls Organic XL, Natural Fabric Softener 100% New Zealand Wool, Chemical Free Eco Wool Dryer Balls Laundry, Handmade Reusable Balls Reduce Wrinkles & Shorten Drying Time",$6.99,$14.99,https://www.amazon.com/Softener-Chemical-Handmade-Reusable-Wrinkles/dp/B07MV5RWX7/ref=sr_1_121?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-121,https://m.media-amazon.com/images/I/6115Z62aX3L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
133,UMYOGO Women's Running Shoes Non Slip Athletic Tennis Walking Blade Type Sneakers,$43.99,0,https://www.amazon.com/UMYOGO-Breathable-Sneakers-Lightweight-Athletic/dp/B083HYRS7S/ref=sr_1_123?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-123,https://m.media-amazon.com/images/I/71DR-0lUX6L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
134,Asvivid Womens Button Turtle Cowl Neck Asymmetric Hem Wrap Pullover Sweater Tops,$35.99,0,https://www.amazon.com/Asvivid-Sweater-Asymmetrical-Juniors-Pullover/dp/B07XDSSZB4/ref=sr_1_124?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-124,https://m.media-amazon.com/images/I/71wvK8-rTvL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
135,ZUPIHOW MFi Certified iPhone Charger Lightning to USB Cable 5Pack[3/3/6/6/10FT] Nylon Braided Fast Charging Data Sync Cord Wire Compatible iPhone 12 11 Pro XR XS Max X 8 8 Plus 7 7 Plus 6 6s Plus More,$11.87,0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0337835ZEZV2M8M634Z&url=%2FZUPIHOW-Certified-Lightning-Charging-Compatible%2Fdp%2FB08KTGC2TN%2Fref%3Dsr_1_125_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292784%26sr%3D8-125-spons%26psc%3D1%26smid%3DA37VP6INU83MV0&qualifier=1609292785&id=1846702052200855&widgetName=sp_mtf,https://m.media-amazon.com/images/I/613TjFqF6VL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
136,SHIBEVER Women's Soft Casual Tops Shirts Fashion Twist Knotted Blouses Long Sleeve Round Neck Tunic T Shirt,$17.99,$24.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02910172SXXVWW46O4X5&url=%2FSHIBEVER-Fashion-Knotted-Blouses-Outfits%2Fdp%2FB07VJXWWF6%2Fref%3Dsr_1_126_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292784%26sr%3D8-126-spons%26psc%3D1&qualifier=1609292785&id=1846702052200855&widgetName=sp_mtf,https://m.media-amazon.com/images/I/71GsPKHN4dL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
137,LARACE Women 3/4 Sleeve Tunic Top Loose Fit Flare T-Shirt,$15.99,0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A04267032LMN1Z6IC5HIW&url=%2FLARACE-Women-Sleeve-T-Shirt-Deepskyblue%2Fdp%2FB074YJ1BMV%2Fref%3Dsr_1_127_sspa%3Fdchild%3D1%26keywords%3Dlightning%2Bdeals%26qid%3D1609292784%26sr%3D8-127-spons%26psc%3D1&qualifier=1609292785&id=1846702052200855&widgetName=sp_mtf,https://m.media-amazon.com/images/I/61CVa5L-EsL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
138,SHARLLEN MFi Certified Lightning Cable Spring iPhone Charger Cable 5 Pack [3/6/10FT] USB Fast Charging & Data Sync Cord Long Charging Cable Compatible iPhone Xs/MAX/XR/X/8/8P/7/7P/6/iPad/iPod(Black),$14.99,0,https://www.amazon.com/SHARLLEN-Certified-Lightning-Charging-Compatible/dp/B07VQT9PPG/ref=sr_1_128?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-128,https://m.media-amazon.com/images/I/61bbyQgKlML._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
139,"Bagpipe LCD Writing Tablet 8.5-Inch Colorful Doodle Board Drawing Tablet, Electronic Drawing Pad with Lock Function, Educational and Learning Toys for 3 4 5 6 Year Old Girls and Boys,Pink",$15.99,0,https://www.amazon.com/Bagpipe-8-5-Inch-Colorful-Electronic-Educational/dp/B088CR1N22/ref=sr_1_129?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-129,https://m.media-amazon.com/images/I/81V2drSR2RL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
140,C.C BeanieTail Soft Stretch Cable Knit Messy High Bun Ponytail Beanie Hat,$11.55,$14.99,https://www.amazon.com/C-C-BeanieTail-Stretch-Ponytail-Beanie/dp/B0772W6L4Z/ref=sr_1_130_mod_primary_lightning_deal?dchild=1&keywords=lightning+deals&qid=1609292784&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&smid=A3BHZ5GPLYZOEV&sr=8-130,https://m.media-amazon.com/images/I/71JDlR5yRHL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
141,"Lightning Earphones, iFory HiFi Stereo MFI Earbuds, Certified Lightning Earbuds, Mic and Volume Control Headphones Compatible with iOS System‘s Phone,iWhite (White)",$18.99,0,https://www.amazon.com/Lightning-Earphones-iFory-Headphones-Compatible/dp/B08C7QNSF4/ref=sr_1_131?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-131,https://m.media-amazon.com/images/I/51SBBn5EqyL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
142,DAVID ARCHY 3 Pack Men's Ultra Soft Mesh Quick Dry Sports Underwear Breathable Boxer Briefs,$35.99,0,https://www.amazon.com/David-Archy-Performance-Briefs-Blue-Mesh/dp/B07L8C3FDT/ref=sr_1_132?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-132,https://m.media-amazon.com/images/I/71hB2M2ZBmL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
143,"iPhone Charger,5 Pack (6 FT) MBYY [Apple MFi Certified] Charger Lightning to USB Cable Compatible iPhone 11 Pro/11/XS MAX/XR/8/7/6s/6/plus,iPad Pro/Air/Mini,iPod Touch Original Certified-White",$13.99,0,https://www.amazon.com/MBYY-Certified-Lightning-Compatible-Certified-White/dp/B08L7BS9LW/ref=sr_1_133?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-133,https://m.media-amazon.com/images/I/51B4dMOp49L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
144,STYLEWORD Womens Yoga Pants with Pockets High Waist Workout Leggings Running Pants,$22.49,0,https://www.amazon.com/STYLEWORD-Pockets-Workout-Leggings-Leopard-084P/dp/B0874FNMNR/ref=sr_1_134?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-134,https://m.media-amazon.com/images/I/71sLzV0+6fL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
145,"Fairywill D1 Electric Toothbrush Sonic Rechargeable for Adults and Kids, Travel-Friendly Design Whitening in 4 Modes, 40,000VPM Power Toothbrush Fast Charging with Timer, 2 Brush Heads Black Series",$19.99,0,https://www.amazon.com/Fairywill-Toothbrush-Rechargeable-Toothbrushes-Waterproof/dp/B07XYVC1XM/ref=sr_1_135?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-135,https://m.media-amazon.com/images/I/7116Yrya8gL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
146,"LCF Solar Lights Outdoor, New Upgraded 100 LED Motion Sensor Security Wall Night Light, 270° Wide Angle, IP65 Waterproof, 3 Optional Modes, Easy-to-Install for Garden Patio Yard Fence Garage（4 Pack）",$24.99,$28.65,https://www.amazon.com/LCF-Upgraded-Security-Waterproof-Optional/dp/B08C2RT84X/ref=sr_1_136?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-136,https://m.media-amazon.com/images/I/71f7g+kxaZL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
147,"Wireless Earbuds, TaoTronics SoundLiberty 92 Bluetooth 5.0 Earbuds with Charging Case Hi-Fi Stereo TWS True Wireless Earbuds with Mic Smart Touch Control IPX8 30H Playtime Wireless Earphones",$32.00,$39.99,https://www.amazon.com/Wireless-TaoTronics-SoundLiberty-Bluetooth-Earphones/dp/B0892KJ27Y/ref=sr_1_137?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-137,https://m.media-amazon.com/images/I/61fO-Ul7-tL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
148,"3 Pack 10 ft iPhone Charger Lightning Cable 10 Foot, Extra Long Nylon Braided Charging&Syncing Cord Compatible with iPhone Xs/XR/XS Max/X/7/7Plus/8/8Plus/6S/6S Plus/5",$14.99,$19.99,https://www.amazon.com/CyvenSmart-Certified-Lightning-Charging-Compatible/dp/B07TZFS5K4/ref=sr_1_138?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-138,https://m.media-amazon.com/images/I/81kF6JqpzVL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
149,"Fairywill D3 Sonic Electric Toothbrush Rechargeable for Adults and Kids, ADA Accepted, 3 Brush Heads 4 Hours Charge Minimum 30 Days Use, Build in Timer and Waterproof Black Series Power Toothbrush",$22.99,0,https://www.amazon.com/Toothbrush-Rechargeable-Replacement-Orthodontic-Fairywill/dp/B077MB4Q2Q/ref=sr_1_139?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-139,https://m.media-amazon.com/images/I/61b911p0UDL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
150,Crocs Kids' Classic Glitter Clog | Glitter Shoes for Girls | Slip On Shoes,$29.95,0,https://www.amazon.com/Crocs-Classic-Glitter-Oyster-Toddler/dp/B07DNWHVTB/ref=sr_1_140?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-140,https://m.media-amazon.com/images/I/71g3aU7QtOL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
151,"2021 Planner - Weekly & Monthly Planner with Flexible Cover, Jan. 2021- Dec. 2021, Strong Twin - Wire Binding, Round Corner,Improving Your Time Management Skill",$12.98,0,https://www.amazon.com/2019-2020-Academic-Planner-Twin-Wire-Two-Sided/dp/B07PNKHRS4/ref=sr_1_141?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-141,https://m.media-amazon.com/images/I/71jyfTwaCUL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
152,Mizuno Women's Wave Rider 23 Running Shoe,$72.00,0,https://www.amazon.com/Mizuno-Womens-Rider-Running-Citadel-Glacier/dp/B07HRDH7PD/ref=sr_1_142?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-142,https://m.media-amazon.com/images/I/61PxQ3oOf0L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
153,costumebase BTTF Grays Sports Almanac 1950-2000 Book Bag Back to The Future Props Marty McFly,$26.90,0,https://www.amazon.com/Grays-Sports-Almanac-1950-2000-Future/dp/B014KLRACU/ref=sr_1_143?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-143,https://m.media-amazon.com/images/I/81pjG7041+L._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
154,"Lenovo - IdeaPad 3 15"" Laptop - Intel Core i3-1005G1-8GB Memory - 256GB SSD - Platinum Grey - 81WE011UUS",$413.00,0,https://www.amazon.com/Lenovo-IdeaPad-i3-1005G1-8GB-Platinum-81WE011UUS/dp/B08HYDLVZY/ref=sr_1_144?dchild=1&keywords=lightning+deals&qid=1609292784&sr=8-144,https://m.media-amazon.com/images/I/61BydH95RYL._AC_UL320_.jpg,Amazon,2020-12-29T20:46:20,https://www.amazon.com/s?k=lightning+deals
