,Title,Price,Price_Origin,Link,Image,Retailer,TimeStamp,Source
10,"Acer CB2 - 28"" Monitor 4K UHD 3840x2160 60Hz IPS 16:9 4ms 300Nit HDMI",$219.99,$349.99 ,https://www.ebay.com/itm/Acer-CB2-28-Monitor-4K-UHD-3840x2160-60Hz-IPS-16-9-4ms-300Nit-HDMI/254661060124?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,https://i.ebayimg.com/images/g/-RkAAOSwmjVfFwh1/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
11,ZOSI 8CH 5MP Lite DVR 1080P Outdoor CCTV Security Camera System Kit Night Vision,$159.99,$199.99 ,https://www.ebay.com/itm/ZOSI-8CH-5MP-Lite-DVR-1080P-Outdoor-CCTV-Security-Camera-System-Kit-Night-Vision/221605986770?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,https://i.ebayimg.com/images/g/FWMAAOSwIHhf4AwD/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
12,Dell Gaming 3500 Laptop 15.6 FHD 144Hz Intel i7 NVIDIA GTX 1650 512GB SSD 16GB,$819.99,"$1,159.99 ",https://www.ebay.com/itm/Dell-Gaming-3500-Laptop-15-6-FHD-144Hz-Intel-i7-NVIDIA-GTX-1650-512GB-SSD-16GB/224242737360?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,https://i.ebayimg.com/images/g/uY8AAOSw5MFfuEI4/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
13,"Samsung QN75Q900TSFXZA 75"" Class QN75Q900T QLED 8K UHD HDR Smart TV (2020)","$3,799.00","$7,499.00 ",https://www.ebay.com/itm/Samsung-QN75Q900TSFXZA-75-Class-QN75Q900T-QLED-8K-UHD-HDR-Smart-TV-2020/254742040479?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,https://i.ebayimg.com/images/g/Jd4AAOSw7vRffftf/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
14,Apple iPhone XR 64GB Factory Unlocked Smartphone,$347.95,$749.00 ,https://www.ebay.com/itm/Apple-iPhone-XR-64GB-Factory-Unlocked-Smartphone/383240884447?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,https://i.ebayimg.com/images/g/HWcAAOSwMXZdDR4E/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
15,LG Electronics BP350 Blu-Ray Player with Wi-Fi (2015 Model),$69.88,$129.99 ,https://www.ebay.com/itm/LG-Electronics-BP350-Blu-Ray-Player-with-Wi-Fi-2015-Model/191691747687?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,https://i.ebayimg.com/images/g/OMIAAOSw37tV-FA9/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
16,"Samsung QN75Q70TA QLED 75"" Quantum 4K UHD HDR Smart TV QN75Q70TAFXZA 2020 Model","$1,549.00","$1,997.99 ",https://www.ebay.com/itm/Samsung-QN75Q70TA-QLED-75-Quantum-4K-UHD-HDR-Smart-TV-QN75Q70TAFXZA-2020-Model/274303499607?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,https://i.ebayimg.com/images/g/xREAAOSwLAtfltu4/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
17,4K Security Camera System 8MP 8CH POE NVR Kit 7/24 Recording 2TB HDD RLK8-800D4,$369.99,$529.99 ,https://www.ebay.com/itm/4K-Security-Camera-System-8MP-8CH-POE-NVR-Kit-7-24-Recording-2TB-HDD-RLK8-800D4/133329403985?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,https://i.ebayimg.com/images/g/vUsAAOSwMWhfVZ0l/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
18,Brand New LG V50 5G ThinQ - 128GB - Aurora Black (Sprint CDMA & GSM Unlocked),$259.99,"$1,150.00 ",https://www.ebay.com/itm/Brand-New-LG-V50-5G-ThinQ-128GB-Aurora-Black-Sprint-CDMA-GSM-Unlocked/383566191190?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006423,https://i.ebayimg.com/images/g/CBMAAOSwocFe0CAq/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
19,Apple iPhone 12 - 64gb - Unlocked - Factory Sealed - Factory Warranty,$895.00,"$1,150.00 ",https://www.ebay.com/itm/Apple-iPhone-12-64gb-Unlocked-Factory-Sealed-Factory-Warranty/154145874266?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006423,https://i.ebayimg.com/images/g/BbsAAOSwFkxfhxy3/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
20,Apple iPhone X 64GB Factory Unlocked Phone,$344.95,"$1,150.00 ",https://www.ebay.com/itm/Apple-iPhone-X-64GB-Factory-Unlocked-Phone/382605209867?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006423,https://i.ebayimg.com/images/g/9TsAAOSwrY9a4bwO/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
21,"Apple MacBook Pro 13.3"" 8GB 256GB SSD Space Gray Touchbar MXK32LL/A 2020 Model",$899.00,"$1,299.00 ",https://www.ebay.com/itm/Apple-MacBook-Pro-13-3-8GB-256GB-SSD-Space-Gray-Touchbar-MXK32LL-A-2020-Model/133445420655?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006407,https://i.ebayimg.com/images/g/emMAAOSw40Ve8Alh/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
22,"Acer Chromebook Spin 713 13.5"" Intel i5-10210U 1.6GHz 8GB Ram 128GB SSD ChromeOS",$559.99,$727.99 ,https://www.ebay.com/itm/Acer-Chromebook-Spin-713-13-5-Intel-i5-10210U-1-6GHz-8GB-Ram-128GB-SSD-ChromeOS/264838534587?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006407,https://i.ebayimg.com/images/g/Kj4AAOSwTd9fR7f0/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
23,"Microsoft Surface Pro 7 12.3"" Touchscreen Intel Core i5 8GB RAM 128GB SSD",$674.99,$899.99 ,https://www.ebay.com/itm/Microsoft-Surface-Pro-7-12-3-Touchscreen-Intel-Core-i5-8GB-RAM-128GB-SSD/174460290201?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006407,https://i.ebayimg.com/images/g/IZ0AAOSwO7Nfdjla/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
24,"Samsung QN75Q800TAFXZA 75"" 8K QLED Smart TV - Titan Black QN75Q800T","$2,649.00","$3,549.00 ",https://www.ebay.com/itm/Samsung-QN75Q800TAFXZA-75-8K-QLED-Smart-TV-Titan-Black-QN75Q800T/402277618437?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409,https://i.ebayimg.com/images/g/kpwAAOSwtzlez96D/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
25,"LG OLED65CXPUA Series 65"" HDR 4K UHD Smart OLED TV OLED65CXP","$1,949.00","$2,999.00 ",https://www.ebay.com/itm/LG-OLED65CXPUA-Series-65-HDR-4K-UHD-Smart-OLED-TV-OLED65CXP/254754654456?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409,https://i.ebayimg.com/images/g/5GMAAOSwIlhf6gB8/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
26,Energy by Klipsch CF-50 Black Floor Standing Main Tower Speakers New EACH,$164.95,$217.95 ,https://www.ebay.com/itm/Energy-by-Klipsch-CF-50-Black-Floor-Standing-Main-Tower-Speakers-New-EACH/153998270051?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409,https://i.ebayimg.com/images/g/BjsAAOSwPfxfBLBO/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
27,2 in 1 Selfie Fluorescent Costume Fashion Ring Light with Phone Holder Stand,$15.99,$36.87 ,https://www.ebay.com/itm/2-in-1-Selfie-Fluorescent-Costume-Fashion-Ring-Light-with-Phone-Holder-Stand/123901575060?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006430,https://i.ebayimg.com/images/g/n~8AAOSw~Clf24Rh/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
28,Canon G7X Mark II PowerShot 20.1MP Digital Camera (Black)+ 32GB Accessory Kit,$549.99,$774.99 ,https://www.ebay.com/itm/Canon-G7X-Mark-II-PowerShot-20-1MP-Digital-Camera-Black-32GB-Accessory-Kit/322546255792?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006430,https://i.ebayimg.com/images/g/3EkAAOSwdGFYtarQ/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
29,Canon EF 16-35mm f/2.8L III USM Lens,"$1,649.95","$2,199.00 ",https://www.ebay.com/itm/Canon-EF-16-35mm-f-2-8L-III-USM-Lens/223622442384?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006430,https://i.ebayimg.com/images/g/YyoAAOSw31ddUuvz/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
30,Sony PlayStation PS Plus 12-Month / 1 Year Membership Subscription,$34.99,$59.99 ,https://www.ebay.com/itm/Sony-PlayStation-PS-Plus-12-Month-1-Year-Membership-Subscription/124014973844?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006401,https://i.ebayimg.com/images/g/tskAAOSw0c9bhZ-k/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
31,NEW Nintendo Switch Bundle Mario Rabbids Kingdom Battle Joy Cons + 16GB + MORE,$389.99,$514.79 ,https://www.ebay.com/itm/NEW-Nintendo-Switch-Bundle-Mario-Rabbids-Kingdom-Battle-Joy-Cons-16GB-MORE/193248786445?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006401,https://i.ebayimg.com/images/g/gVwAAOSwLT5fQ82-/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
32,Xbox Wireless Controller - Robot White,$59.99,$514.79 ,https://www.ebay.com/itm/Xbox-Wireless-Controller-Robot-White/284091805340?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006401,https://i.ebayimg.com/images/g/IyoAAOSw5DlfvD1U/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
33,"Apple CPO iPad 9.7"" 5th Gen 128gb w Case & Screen Protector, Excellent Condition",$279.99,$450.00 ,https://www.ebay.com/itm/Apple-CPO-iPad-9-7-5th-Gen-128gb-w-Case-Screen-Protector-Excellent-Condition/233796931473?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006415,https://i.ebayimg.com/images/g/nTIAAOSwaDRf4MtJ/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
34,"LG G Pad X V930 10.1"" 4G LTE Unlocked 4G LTE+ WiFi 32GB Android Tablet A+",$149.99,$349.99 ,https://www.ebay.com/itm/LG-G-Pad-X-V930-10-1-4G-LTE-Unlocked-4G-LTE-WiFi-32GB-Android-Tablet-A/174448998086?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006415,https://i.ebayimg.com/images/g/Y84AAOSwZQxW2gco/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
35,"Samsung Galaxy Tab 4 10.1"" 16GB - WIFI ONLY",$124.00,$299.00 ,https://www.ebay.com/itm/Samsung-Galaxy-Tab-4-10-1-16GB-WIFI-ONLY/164537489430?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006415,https://i.ebayimg.com/images/g/b1IAAOSwcW9fvuE0/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
36,2 in 1 Selfie Fluorescent Costume Fashion Ring Light with Phone Holder Stand,$15.99,$36.87 ,https://www.ebay.com/itm/2-in-1-Selfie-Fluorescent-Costume-Fashion-Ring-Light-with-Phone-Holder-Stand/123901575060?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,https://i.ebayimg.com/images/g/n~8AAOSw~Clf24Rh/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
37,Sennheiser MOMENTUM True Wireless - Certified Refurbished,$99.95,$299.95 ,https://www.ebay.com/itm/Sennheiser-MOMENTUM-True-Wireless-Certified-Refurbished/373329135031?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,https://i.ebayimg.com/images/g/7cUAAOSwFHBfu3rI/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
38,For iPhone 12 / Pro / Max / Mini Camera Lens Screen Protector | Ringke Aluminum,$7.99,$9.99 ,https://www.ebay.com/itm/For-iPhone-12-Pro-Max-Mini-Camera-Lens-Screen-Protector-Ringke-Aluminum/264961773830?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,https://i.ebayimg.com/images/g/H44AAOSwhZJfyAnd/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
39,HP EX920 M.2 512GB PCIe 3.1 x4 NVMe 3D TLC NAND Solid State Drive 2YY46AA#ABC,$73.95,$99.95 ,https://www.ebay.com/itm/HP-EX920-M-2-512GB-PCIe-3-1-x4-NVMe-3D-TLC-NAND-Solid-State-Drive-2YY46AA-ABC/173743018506?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,https://i.ebayimg.com/images/g/qEoAAOSw4SxcPktp/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
40,Toshiba Canvio Ready 2TB Portable External USB 3.0 Hard Drive - Black,$66.99,$79.99 ,https://www.ebay.com/itm/Toshiba-Canvio-Ready-2TB-Portable-External-USB-3-0-Hard-Drive-Black/193146290178?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,https://i.ebayimg.com/images/g/lykAAOSwCXBdm3w~/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
41,WD Blue 500 GB M.2 2280 3D NAND SATA III Internal SSD WDS500G2B0B,$61.99,$79.99 ,https://www.ebay.com/itm/WD-Blue-500-GB-M-2-2280-3D-NAND-SATA-III-Internal-SSD-WDS500G2B0B/183837547858?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,https://i.ebayimg.com/images/g/aVEAAOSwT8Fc-Fbj/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
42,"2-PACK Sony MDR-ZX110AP Extra Bass Headphones w/ Microphone, Black",$24.99,$60.00 ,https://www.ebay.com/itm/2-PACK-Sony-MDR-ZX110AP-Extra-Bass-Headphones-w-Microphone-Black/233619499193?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,https://i.ebayimg.com/images/g/NGYAAOSw5vJfLAQL/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
43,TREBLAB HD7 Mini Bluetooth Speaker Waterproof Portable Wireless 12W Loud Small,$49.97,$79.97 ,https://www.ebay.com/itm/TREBLAB-HD7-Mini-Bluetooth-Speaker-Waterproof-Portable-Wireless-12W-Loud-Small/273887894489?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,https://i.ebayimg.com/images/g/1JsAAOSwt1ZekDvi/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
44,Skullcandy Crusher ANC Wireless Over the Ear Headphones Blk/Tan w/ Mic,$127.99,$239.99 ,https://www.ebay.com/itm/Skullcandy-Crusher-ANC-Wireless-Over-the-Ear-Headphones-Blk-Tan-w-Mic/373318543318?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,https://i.ebayimg.com/images/g/i38AAOSwbDpecoww/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
45,4 Canon KP-108IN 4x6 Color Ink / Paper Set for SELPHY CP1200 CP1300 Printer,$117.99,$239.99 ,https://www.ebay.com/itm/4-Canon-KP-108IN-4x6-Color-Ink-Paper-Set-for-SELPHY-CP1200-CP1300-Printer/191828218871?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417,https://i.ebayimg.com/images/g/o2kAAOSweW5U~yOQ/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
46,PG-245 CL-246 Ink for Canon Pixma MG2420 MG2520 MG2522 MG2550 MG2920 MX490 MX492,$23.69,$26.53 ,https://www.ebay.com/itm/PG-245-CL-246-Ink-for-Canon-Pixma-MG2420-MG2520-MG2522-MG2550-MG2920-MX490-MX492/114566637130?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417,https://i.ebayimg.com/images/g/2w8AAOSwV2Nf0DML/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
47,Combo Black & Color Ink Cartridge 65XL 63XL 62XL 64XL 61XL for HP Printer Lot,$14.79,$16.56 ,https://www.ebay.com/itm/Combo-Black-Color-Ink-Cartridge-65XL-63XL-62XL-64XL-61XL-for-HP-Printer-Lot/114513705343?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417,https://i.ebayimg.com/images/g/d20AAOSwaSlf4Ba6/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
48,Garmin GPSMAP 64x Handheld GPS With Preloaded USA TOPOActive Maps 010-02258-00,$239.99,$299.99 ,https://www.ebay.com/itm/Garmin-GPSMAP-64x-Handheld-GPS-With-Preloaded-USA-TOPOActive-Maps-010-02258-00/173937851373?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432,https://i.ebayimg.com/images/g/2Z4AAOSwc81dCWKT/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
49,Garmin Dash Cam 45 Automotive Recording Device With G-Sensor 010-01750-00,$89.99,$149.99 ,https://www.ebay.com/itm/Garmin-Dash-Cam-45-Automotive-Recording-Device-With-G-Sensor-010-01750-00/174090165560?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432,https://i.ebayimg.com/images/g/LwUAAOSwqa9dxb1z/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
50,COBRA ESR-755 12 Band Radar Laser Police Detector Car Protection,$39.99,$59.99 ,https://www.ebay.com/itm/COBRA-ESR-755-12-Band-Radar-Laser-Police-Detector-Car-Protection/124479806319?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432,https://i.ebayimg.com/images/g/HqkAAOSwVH1f0WD0/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
51,Canon EF 16-35mm f/2.8L III USM Lens,"$1,649.95","$2,199.00 ",https://www.ebay.com/itm/Canon-EF-16-35mm-f-2-8L-III-USM-Lens/223622442384?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425,https://i.ebayimg.com/images/g/YyoAAOSw31ddUuvz/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
52,Canon EF 70-200mm f/2.8L IS III USM Lens,"$1,699.95","$2,099.00 ",https://www.ebay.com/itm/Canon-EF-70-200mm-f-2-8L-IS-III-USM-Lens/223337672298?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425,https://i.ebayimg.com/images/g/KeMAAOSwVAtcRk3y/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
53,Sony Sonnar T* FE 55mm f/1.8 ZA Carl Zeiss Lens SEL55F18Z - BRAND NEW,$709.95,$998.00 ,https://www.ebay.com/itm/Sony-Sonnar-T-FE-55mm-f-1-8-ZA-Carl-Zeiss-Lens-SEL55F18Z-BRAND-NEW/223289610156?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425,https://i.ebayimg.com/images/g/424AAOSw1vxc0I~w/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
54,"2-PACK Sony MDR-ZX110AP Extra Bass Headphones w/ Microphone, Black",$24.99,$60.00 ,https://www.ebay.com/itm/2-PACK-Sony-MDR-ZX110AP-Extra-Bass-Headphones-w-Microphone-Black/233619499193?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413,https://i.ebayimg.com/images/g/NGYAAOSw5vJfLAQL/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
55,TREBLAB HD7 Mini Bluetooth Speaker Waterproof Portable Wireless 12W Loud Small,$49.97,$79.97 ,https://www.ebay.com/itm/TREBLAB-HD7-Mini-Bluetooth-Speaker-Waterproof-Portable-Wireless-12W-Loud-Small/273887894489?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413,https://i.ebayimg.com/images/g/1JsAAOSwt1ZekDvi/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
56,Wireless Bluetooth Fitness Workout Earbuds Headset In-Ear Headphones In-Line Mic,$15.99,$149.95 ,https://www.ebay.com/itm/Wireless-Bluetooth-Fitness-Workout-Earbuds-Headset-In-Ear-Headphones-In-Line-Mic/363216634270?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413,https://i.ebayimg.com/images/g/8JEAAOSwKIBf17v0/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
57,Razer Kraken X Lite Ultra Light RZ04-02890100 Certified Refurbished,$49.99,$149.95 ,https://www.ebay.com/itm/Razer-Kraken-X-Lite-Ultra-Light-RZ04-02890100-Certified-Refurbished/143842838588?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,https://i.ebayimg.com/images/g/vn0AAOSwwpZfCSKc/s-l225.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
58,Razer Opus Active Noise Cancelling ANC Wireless Headphones Certified Refurbished,$159.99,$149.95 ,https://www.ebay.com/itm/Razer-Opus-Active-Noise-Cancelling-ANC-Wireless-Headphones-Certified-Refurbished/143856833528?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,https://i.ebayimg.com/images/g/PCEAAOSwS1pfuV55/s-l300.jpg,ebay,2020-12-29T20:46:36,https://www.ebay.com/deals/tech
